IP,RTT1,RTT2,RTT3,Domain Name,Date,Hop Number,Run Number,AS Number,AS Name
172.20.10.1,2.640ms,2.823ms,3.005ms,www.amazon.com,27-Nov,2,6,NA,NA
107.243.50.141,30.264ms,*,60.075ms,www.amazon.com,27-Nov,3,6,NA,NA
172.21.64.1,0.210ms,0.135ms,0.096ms,www.google.com,27-Nov,1,1,NA,NA
172.20.10.1,2.523ms,2.242ms,2.355ms,www.google.com,27-Nov,2,1,NA,NA
107.243.50.141,28.222ms,*,23.482ms,www.google.com,27-Nov,3,1,NA,NA
12.255.10.34,55.202ms,53.642ms,47.284ms,www.google.com,27-Nov,10,1,7018,"ATT-INTERNET4, US"
142.251.60.214,47.284ms,54.227ms,43.746ms,www.google.com,27-Nov,12,1,15169,"GOOGLE, US"
142.250.191.228,38.445ms,59.064ms,40.380ms,www.google.com,27-Nov,13,1,15169,"GOOGLE, US"
172.21.64.1,0.319ms,0.250ms,0.557ms,www.google.com,27-Nov,1,2,NA,NA
172.20.10.1,2.735ms,2.636ms,2.438ms,www.google.com,27-Nov,2,2,NA,NA
107.243.50.13,37.467ms,*,35.602ms,www.google.com,27-Nov,3,2,NA,NA
12.255.10.42,53.132ms,45.346ms,37.273ms,www.google.com,27-Nov,10,2,7018,"ATT-INTERNET4, US"
142.251.61.40,48.487ms,39.254ms,49.787ms,www.google.com,27-Nov,12,2,15169,"GOOGLE, US"
142.250.191.100,46.150ms,47.891ms,43.070ms,www.google.com,27-Nov,13,2,15169,"GOOGLE, US"
172.21.64.1,0.499ms,0.331ms,0.218ms,www.google.com,27-Nov,1,3,NA,NA
172.20.10.1,3.252ms,13.400ms,2.750ms,www.google.com,27-Nov,2,3,NA,NA
107.243.50.141,28.749ms,*,40.481ms,www.google.com,27-Nov,3,3,NA,NA
12.255.10.36,49.752ms,39.744ms,48.937ms,www.google.com,27-Nov,10,3,7018,"ATT-INTERNET4, US"
142.251.60.23,48.683ms,51.185ms,48.851ms,www.google.com,27-Nov,13,3,15169,"GOOGLE, US"
209.85.250.146,82.976ms,44.669ms,40.592ms,www.google.com,27-Nov,14,3,15169,"GOOGLE, US"
142.251.32.4,46.791ms,60.739ms,53.353ms,www.google.com,27-Nov,15,3,15169,"GOOGLE, US"
172.21.64.1,0.739ms,0.799ms,0.793ms,www.google.com,27-Nov,1,4,NA,NA
172.20.10.1,5.168ms,3.244ms,3.098ms,www.google.com,27-Nov,2,4,NA,NA
107.243.50.13,32.135ms,*,113.565ms,www.google.com,27-Nov,3,4,NA,NA
12.255.10.34,47.261ms,68.239ms,41.532ms,www.google.com,27-Nov,10,4,7018,"ATT-INTERNET4, US"
142.251.60.18,97.565ms,43.039ms,46.935ms,www.google.com,27-Nov,12,4,15169,"GOOGLE, US"
209.85.250.146,48.734ms,51.328ms,43.595ms,www.google.com,27-Nov,14,4,15169,"GOOGLE, US"
142.251.32.4,35.491ms,45.159ms,44.641ms,www.google.com,27-Nov,15,4,15169,"GOOGLE, US"
172.21.64.1,0.162ms,0.119ms,0.098ms,www.google.com,27-Nov,1,5,NA,NA
172.20.10.1,5.053ms,3.723ms,5.413ms,www.google.com,27-Nov,2,5,NA,NA
107.243.50.141,38.670ms,*,30.924ms,www.google.com,27-Nov,3,5,NA,NA
12.255.10.42,72.876ms,51.018ms,65.347ms,www.google.com,27-Nov,10,5,7018,"ATT-INTERNET4, US"
142.251.60.10,52.580ms,38.169ms,40.933ms,www.google.com,27-Nov,12,5,15169,"GOOGLE, US"
142.251.32.4,52.769ms,51.465ms,54.328ms,www.google.com,27-Nov,14,5,15169,"GOOGLE, US"
172.21.64.1,0.250ms,0.162ms,0.164ms,www.google.com,27-Nov,1,6,NA,NA
172.20.10.1,*,22.433ms,11.040ms,www.google.com,27-Nov,2,6,,
107.243.50.141,50.298ms,*,45.916ms,www.google.com,27-Nov,3,6,NA,NA
12.255.10.36,45.855ms,51.008ms,63.264ms,www.google.com,27-Nov,10,6,7018,"ATT-INTERNET4, US"
142.251.60.210,51.793ms,39.258ms,52.282ms,www.google.com,27-Nov,12,6,15169,"GOOGLE, US"
142.251.32.4,43.484ms,115.340ms,66.428ms,www.google.com,27-Nov,15,6,15169,"GOOGLE, US"
172.21.64.1,0.424ms,0.399ms,0.445ms,www.linkedin.com,27-Nov,1,1,NA,NA
172.20.10.1,10.415ms,3.371ms,3.098ms,www.linkedin.com,27-Nov,2,1,NA,NA
107.243.50.13,38.355ms,*,56.670ms,www.linkedin.com,27-Nov,3,1,NA,NA
172.21.64.1,0.483ms,0.427ms,0.358ms,www.linkedin.com,27-Nov,1,2,NA,NA
172.20.10.1,2.968ms,2.915ms,3.129ms,www.linkedin.com,27-Nov,2,2,NA,NA
107.243.50.13,36.935ms,*,63.744ms,www.linkedin.com,27-Nov,3,2,NA,NA
32.141.192.2,76.229ms,*,*,www.linkedin.com,27-Nov,10,2,7018,"ATT-INTERNET4, US"
172.21.64.1,0.583ms,0.261ms,0.195ms,www.linkedin.com,27-Nov,1,3,NA,NA
172.20.10.1,34.009ms,2.980ms,4.347ms,www.linkedin.com,27-Nov,2,3,NA,NA
107.243.50.13,42.956ms,*,44.925ms,www.linkedin.com,27-Nov,3,3,NA,NA
172.21.64.1,0.425ms,0.550ms,0.685ms,www.linkedin.com,27-Nov,1,4,NA,NA
172.20.10.1,42.002ms,8.659ms,12.247ms,www.linkedin.com,27-Nov,2,4,NA,NA
107.243.50.141,52.591ms,*,89.525ms,www.linkedin.com,27-Nov,3,4,NA,NA
104.44.237.19,60.489ms,47.422ms,70.246ms,www.linkedin.com,27-Nov,11,4,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US"
104.44.236.20,54.544ms,42.823ms,*,www.linkedin.com,27-Nov,12,4,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US"
172.21.64.1,0.539ms,0.371ms,0.337ms,www.linkedin.com,27-Nov,1,5,NA,NA
172.20.10.1,4.025ms,9.121ms,2.990ms,www.linkedin.com,27-Nov,2,5,NA,NA
107.243.50.141,44.741ms,*,37.853ms,www.linkedin.com,27-Nov,3,5,NA,NA
32.141.192.2,85.904ms,43.071ms,*,www.linkedin.com,27-Nov,10,5,7018,"ATT-INTERNET4, US"
172.21.64.1,0.758ms,0.620ms,0.610ms,www.linkedin.com,27-Nov,1,6,NA,NA
172.20.10.1,3.638ms,3.567ms,2.886ms,www.linkedin.com,27-Nov,2,6,NA,NA
107.243.50.13,30.877ms,*,66.928ms,www.linkedin.com,27-Nov,3,6,NA,NA
172.21.64.1,0.486ms,0.192ms,0.470ms,www.payments.pitt.edu,27-Nov,1,1,NA,NA
172.20.10.1,5.292ms,4.323ms,3.125ms,www.payments.pitt.edu,27-Nov,2,1,NA,NA
107.243.50.13,46.083ms,*,35.965ms,www.payments.pitt.edu,27-Nov,3,1,NA,NA
89.149.136.181,82.009ms,67.904ms,56.545ms,www.payments.pitt.edu,27-Nov,10,1,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,60.950ms,53.051ms,54.697ms,www.payments.pitt.edu,27-Nov,11,1,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,53.226ms,62.918ms,81.826ms,www.payments.pitt.edu,27-Nov,12,1,33154,"DQECOM, US"
64.58.254.49,57.010ms,54.973ms,53.904ms,www.payments.pitt.edu,27-Nov,13,1,33154,"DQECOM, US"
136.142.2.162,50.613ms,54.242ms,60.363ms,www.payments.pitt.edu,27-Nov,15,1,4130,"UPITT-AS, US"
136.142.253.237,50.298ms,49.176ms,48.949ms,www.payments.pitt.edu,27-Nov,16,1,4130,"UPITT-AS, US"
136.142.156.140,50.981ms,54.055ms,52.623ms,www.payments.pitt.edu,27-Nov,17,1,4130,"UPITT-AS, US"
172.21.64.1,0.466ms,0.415ms,0.261ms,www.payments.pitt.edu,27-Nov,1,2,NA,NA
172.20.10.1,5.847ms,5.654ms,2.412ms,www.payments.pitt.edu,27-Nov,2,2,NA,NA
107.243.50.141,66.046ms,*,83.014ms,www.payments.pitt.edu,27-Nov,3,2,NA,NA
89.149.136.181,101.899ms,57.751ms,75.792ms,www.payments.pitt.edu,27-Nov,10,2,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,75.312ms,59.237ms,66.982ms,www.payments.pitt.edu,27-Nov,11,2,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,61.075ms,65.934ms,60.368ms,www.payments.pitt.edu,27-Nov,12,2,33154,"DQECOM, US"
64.58.254.49,70.195ms,68.516ms,57.881ms,www.payments.pitt.edu,27-Nov,13,2,33154,"DQECOM, US"
136.142.2.162,88.713ms,78.440ms,59.984ms,www.payments.pitt.edu,27-Nov,15,2,4130,"UPITT-AS, US"
136.142.253.237,65.457ms,69.679ms,58.047ms,www.payments.pitt.edu,27-Nov,16,2,4130,"UPITT-AS, US"
136.142.156.140,71.306ms,62.909ms,53.612ms,www.payments.pitt.edu,27-Nov,17,2,4130,"UPITT-AS, US"
172.21.64.1,0.375ms,0.288ms,0.162ms,www.payments.pitt.edu,27-Nov,1,3,NA,NA
172.20.10.1,5.054ms,3.138ms,2.298ms,www.payments.pitt.edu,27-Nov,2,3,NA,NA
107.243.50.141,79.578ms,*,78.392ms,www.payments.pitt.edu,27-Nov,3,3,NA,NA
89.149.136.181,72.783ms,67.227ms,51.949ms,www.payments.pitt.edu,27-Nov,10,3,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,57.885ms,64.885ms,56.967ms,www.payments.pitt.edu,27-Nov,11,3,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,47.888ms,50.478ms,58.222ms,www.payments.pitt.edu,27-Nov,12,3,33154,"DQECOM, US"
64.58.254.49,49.965ms,52.797ms,52.160ms,www.payments.pitt.edu,27-Nov,13,3,33154,"DQECOM, US"
136.142.2.162,89.656ms,66.106ms,51.149ms,www.payments.pitt.edu,27-Nov,15,3,4130,"UPITT-AS, US"
136.142.253.237,60.246ms,53.649ms,53.237ms,www.payments.pitt.edu,27-Nov,16,3,4130,"UPITT-AS, US"
136.142.156.140,57.175ms,50.307ms,53.440ms,www.payments.pitt.edu,27-Nov,17,3,4130,"UPITT-AS, US"
172.21.64.1,0.278ms,0.188ms,0.135ms,www.payments.pitt.edu,27-Nov,1,4,NA,NA
172.20.10.1,4.271ms,4.767ms,2.635ms,www.payments.pitt.edu,27-Nov,2,4,NA,NA
107.243.50.13,51.327ms,*,61.438ms,www.payments.pitt.edu,27-Nov,3,4,NA,NA
173.241.128.29,45.044ms,47.161ms,*,www.payments.pitt.edu,27-Nov,9,4,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,63.489ms,57.411ms,67.356ms,www.payments.pitt.edu,27-Nov,10,4,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,83.498ms,56.661ms,59.805ms,www.payments.pitt.edu,27-Nov,11,4,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,49.789ms,48.913ms,56.180ms,www.payments.pitt.edu,27-Nov,12,4,33154,"DQECOM, US"
64.58.254.49,54.855ms,61.713ms,50.924ms,www.payments.pitt.edu,27-Nov,13,4,33154,"DQECOM, US"
136.142.2.162,56.643ms,52.583ms,52.920ms,www.payments.pitt.edu,27-Nov,15,4,4130,"UPITT-AS, US"
136.142.253.237,58.810ms,50.788ms,59.605ms,www.payments.pitt.edu,27-Nov,16,4,4130,"UPITT-AS, US"
136.142.156.140,52.789ms,61.994ms,55.428ms,www.payments.pitt.edu,27-Nov,17,4,4130,"UPITT-AS, US"
172.21.64.1,0.292ms,0.187ms,0.130ms,www.payments.pitt.edu,27-Nov,1,5,NA,NA
172.20.10.1,4.001ms,3.235ms,4.403ms,www.payments.pitt.edu,27-Nov,2,5,NA,NA
107.243.50.13,65.386ms,*,62.778ms,www.payments.pitt.edu,27-Nov,3,5,NA,NA
89.149.136.181,67.922ms,70.799ms,56.937ms,www.payments.pitt.edu,27-Nov,10,5,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,57.633ms,52.530ms,61.427ms,www.payments.pitt.edu,27-Nov,11,5,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,53.786ms,48.302ms,54.470ms,www.payments.pitt.edu,27-Nov,12,5,33154,"DQECOM, US"
64.58.254.49,47.487ms,52.063ms,57.548ms,www.payments.pitt.edu,27-Nov,13,5,33154,"DQECOM, US"
136.142.2.162,122.408ms,61.069ms,55.153ms,www.payments.pitt.edu,27-Nov,15,5,4130,"UPITT-AS, US"
136.142.253.237,52.846ms,54.802ms,51.883ms,www.payments.pitt.edu,27-Nov,16,5,4130,"UPITT-AS, US"
136.142.156.140,50.900ms,52.706ms,53.601ms,www.payments.pitt.edu,27-Nov,17,5,4130,"UPITT-AS, US"
172.21.64.1,0.298ms,0.302ms,0.237ms,www.payments.pitt.edu,27-Nov,1,6,NA,NA
172.20.10.1,24.461ms,12.880ms,2.060ms,www.payments.pitt.edu,27-Nov,2,6,NA,NA
107.243.50.141,57.944ms,*,41.086ms,www.payments.pitt.edu,27-Nov,3,6,NA,NA
89.149.136.181,97.466ms,69.650ms,55.504ms,www.payments.pitt.edu,27-Nov,10,6,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,62.546ms,73.240ms,63.115ms,www.payments.pitt.edu,27-Nov,11,6,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,57.497ms,48.175ms,64.889ms,www.payments.pitt.edu,27-Nov,12,6,33154,"DQECOM, US"
64.58.254.49,79.997ms,54.489ms,76.126ms,www.payments.pitt.edu,27-Nov,13,6,33154,"DQECOM, US"
136.142.2.162,203.411ms,52.260ms,52.923ms,www.payments.pitt.edu,27-Nov,15,6,4130,"UPITT-AS, US"
136.142.253.237,63.940ms,53.594ms,60.733ms,www.payments.pitt.edu,27-Nov,16,6,4130,"UPITT-AS, US"
136.142.156.140,53.919ms,61.307ms,55.523ms,www.payments.pitt.edu,27-Nov,17,6,4130,"UPITT-AS, US"
172.21.64.1,0.359ms,0.310ms,0.233ms,www.wikipedia.org,27-Nov,1,1,NA,NA
172.20.10.1,4.447ms,2.188ms,2.335ms,www.wikipedia.org,27-Nov,2,1,NA,NA
107.243.50.141,29.281ms,*,62.617ms,www.wikipedia.org,27-Nov,3,1,NA,NA
172.21.64.1,0.186ms,0.136ms,0.116ms,www.wikipedia.org,27-Nov,1,2,NA,NA
172.20.10.1,3.108ms,3.627ms,2.406ms,www.wikipedia.org,27-Nov,2,2,NA,NA
107.243.50.13,41.219ms,*,37.262ms,www.wikipedia.org,27-Nov,3,2,NA,NA
172.21.64.1,0.584ms,0.299ms,0.175ms,www.wikipedia.org,27-Nov,1,3,NA,NA
172.20.10.1,3.337ms,2.879ms,2.844ms,www.wikipedia.org,27-Nov,2,3,NA,NA
107.243.50.13,38.816ms,*,58.355ms,www.wikipedia.org,27-Nov,3,3,NA,NA
172.21.64.1,0.417ms,0.309ms,0.231ms,www.wikipedia.org,27-Nov,1,4,NA,NA
172.20.10.1,2.661ms,4.231ms,2.088ms,www.wikipedia.org,27-Nov,2,4,NA,NA
107.243.50.141,58.479ms,*,34.386ms,www.wikipedia.org,27-Nov,3,4,NA,NA
172.21.64.1,0.194ms,0.090ms,0.091ms,www.wikipedia.org,27-Nov,1,5,NA,NA
172.20.10.1,2.281ms,1.721ms,2.039ms,www.wikipedia.org,27-Nov,2,5,NA,NA
107.243.50.13,65.796ms,*,47.406ms,www.wikipedia.org,27-Nov,3,5,NA,NA
172.21.64.1,0.430ms,0.436ms,0.470ms,www.wikipedia.org,27-Nov,1,6,NA,NA
172.20.10.1,4.390ms,2.889ms,2.665ms,www.wikipedia.org,27-Nov,2,6,NA,NA
107.243.50.141,32.747ms,*,60.337ms,www.wikipedia.org,27-Nov,3,6,NA,NA
172.21.64.1,0.277ms,0.328ms,0.194ms,www.amazon.com,28-Nov,1,1,NA,NA
172.20.10.1,2.305ms,3.301ms,2.127ms,www.amazon.com,28-Nov,2,1,NA,NA
107.243.2.135,39.267ms,*,70.730ms,www.amazon.com,28-Nov,3,1,NA,NA
12.127.81.202,75.450ms,37.088ms,38.918ms,www.amazon.com,28-Nov,9,1,7018,"ATT-INTERNET4, US"
172.21.64.1,0.146ms,0.163ms,0.087ms,www.amazon.com,28-Nov,1,2,NA,NA
172.20.10.1,3.848ms,2.634ms,3.961ms,www.amazon.com,28-Nov,2,2,NA,NA
107.243.2.7,29.918ms,*,58.004ms,www.amazon.com,28-Nov,3,2,NA,NA
172.21.64.1,0.235ms,0.167ms,0.212ms,www.amazon.com,28-Nov,1,3,NA,NA
172.20.10.1,2.644ms,2.887ms,2.645ms,www.amazon.com,28-Nov,2,3,NA,NA
107.243.2.135,30.122ms,*,67.326ms,www.amazon.com,28-Nov,3,3,NA,NA
172.21.64.1,0.642ms,0.229ms,0.174ms,www.amazon.com,28-Nov,1,4,NA,NA
172.20.10.1,3.255ms,3.134ms,2.297ms,www.amazon.com,28-Nov,2,4,NA,NA
107.243.2.7,30.922ms,*,32.324ms,www.amazon.com,28-Nov,3,4,NA,NA
172.21.64.1,0.451ms,0.353ms,0.186ms,www.amazon.com,28-Nov,1,5,NA,NA
172.20.10.1,2.307ms,15.391ms,6.490ms,www.amazon.com,28-Nov,2,5,NA,NA
107.243.2.7,67.009ms,*,49.898ms,www.amazon.com,28-Nov,3,5,NA,NA
172.21.64.1,0.279ms,0.209ms,0.208ms,www.amazon.com,28-Nov,1,6,NA,NA
172.20.10.1,12.272ms,5.059ms,8.112ms,www.amazon.com,28-Nov,2,6,NA,NA
107.243.2.135,41.194ms,*,28.912ms,www.amazon.com,28-Nov,3,6,NA,NA
172.21.64.1,0.182ms,0.206ms,0.193ms,www.google.com,28-Nov,1,1,NA,NA
172.20.10.1,7.589ms,2.138ms,3.431ms,www.google.com,28-Nov,2,1,NA,NA
107.243.2.7,81.170ms,*,74.161ms,www.google.com,28-Nov,3,1,NA,NA
142.250.190.100,84.108ms,47.358ms,47.867ms,www.google.com,28-Nov,14,1,15169,"GOOGLE, US"
172.21.64.1,0.298ms,0.186ms,0.159ms,www.google.com,28-Nov,1,2,NA,NA
172.20.10.1,4.725ms,6.193ms,3.914ms,www.google.com,28-Nov,2,2,NA,NA
107.243.2.7,66.974ms,*,37.558ms,www.google.com,28-Nov,3,2,NA,NA
142.251.60.22,259.208ms,58.966ms,40.517ms,www.google.com,28-Nov,12,2,15169,"GOOGLE, US"
142.250.190.100,82.674ms,61.162ms,40.177ms,www.google.com,28-Nov,14,2,15169,"GOOGLE, US"
172.21.64.1,0.196ms,0.214ms,0.343ms,www.google.com,28-Nov,1,3,NA,NA
172.20.10.1,8.977ms,2.695ms,2.766ms,www.google.com,28-Nov,2,3,NA,NA
107.243.2.7,35.473ms,*,42.866ms,www.google.com,28-Nov,3,3,NA,NA
142.251.231.250,81.245ms,46.805ms,43.561ms,www.google.com,28-Nov,12,3,15169,"GOOGLE, US"
142.251.60.207,37.218ms,37.890ms,46.216ms,www.google.com,28-Nov,13,3,15169,"GOOGLE, US"
142.251.233.230,37.886ms,38.541ms,38.849ms,www.google.com,28-Nov,14,3,15169,"GOOGLE, US"
142.250.190.100,88.781ms,50.383ms,38.179ms,www.google.com,28-Nov,16,3,15169,"GOOGLE, US"
172.21.64.1,0.352ms,0.234ms,0.216ms,www.google.com,28-Nov,1,4,NA,NA
172.20.10.1,2.690ms,8.294ms,2.758ms,www.google.com,28-Nov,2,4,NA,NA
107.243.2.7,46.370ms,*,*,www.google.com,28-Nov,3,4,NA,NA
142.251.60.10,*,363.716ms,47.455ms,www.google.com,28-Nov,12,4,,
142.251.234.72,56.821ms,40.774ms,46.419ms,www.google.com,28-Nov,15,4,15169,"GOOGLE, US"
172.217.5.4,44.891ms,44.900ms,41.180ms,www.google.com,28-Nov,16,4,15169,"GOOGLE, US"
172.21.64.1,0.174ms,0.142ms,0.117ms,www.google.com,28-Nov,1,5,NA,NA
172.20.10.1,2.811ms,2.533ms,2.453ms,www.google.com,28-Nov,2,5,NA,NA
107.243.2.135,33.208ms,*,67.155ms,www.google.com,28-Nov,3,5,NA,NA
172.217.5.4,63.714ms,46.124ms,42.649ms,www.google.com,28-Nov,14,5,15169,"GOOGLE, US"
172.21.64.1,0.155ms,0.109ms,0.085ms,www.google.com,28-Nov,1,6,NA,NA
172.20.10.1,5.803ms,2.161ms,3.726ms,www.google.com,28-Nov,2,6,NA,NA
107.243.2.135,88.603ms,*,55.563ms,www.google.com,28-Nov,3,6,NA,NA
172.217.5.4,95.707ms,36.478ms,79.821ms,www.google.com,28-Nov,14,6,15169,"GOOGLE, US"
172.21.112.1,0.186ms,0.084ms,0.070ms,www.linkedin.com,28-Nov,1,1,NA,NA
172.20.10.1,2.442ms,2.149ms,1.925ms,www.linkedin.com,28-Nov,2,1,NA,NA
107.243.2.134,33.570ms,*,42.927ms,www.linkedin.com,28-Nov,3,1,NA,NA
172.21.112.1,0.582ms,0.407ms,0.523ms,www.linkedin.com,28-Nov,1,2,NA,NA
172.20.10.1,3.000ms,2.459ms,2.540ms,www.linkedin.com,28-Nov,2,2,NA,NA
107.243.2.134,26.893ms,*,53.009ms,www.linkedin.com,28-Nov,3,2,NA,NA
32.141.192.2,57.896ms,*,*,www.linkedin.com,28-Nov,10,2,7018,"ATT-INTERNET4, US"
172.21.112.1,0.238ms,0.086ms,0.077ms,www.linkedin.com,28-Nov,1,3,NA,NA
172.20.10.1,2.312ms,2.324ms,2.021ms,www.linkedin.com,28-Nov,2,3,NA,NA
107.243.2.6,27.975ms,*,48.231ms,www.linkedin.com,28-Nov,3,3,NA,NA
104.44.237.17,50.903ms,42.753ms,*,www.linkedin.com,28-Nov,11,3,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US"
104.44.236.20,53.275ms,52.316ms,53.475ms,www.linkedin.com,28-Nov,12,3,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US"
172.21.112.1,0.423ms,0.226ms,0.144ms,www.linkedin.com,28-Nov,1,4,NA,NA
172.20.10.1,3.506ms,2.594ms,2.502ms,www.linkedin.com,28-Nov,2,4,NA,NA
107.243.2.134,26.630ms,*,96.552ms,www.linkedin.com,28-Nov,3,4,NA,NA
172.21.112.1,0.690ms,0.548ms,0.478ms,www.linkedin.com,28-Nov,1,5,NA,NA
172.20.10.1,2.821ms,2.498ms,2.475ms,www.linkedin.com,28-Nov,2,5,NA,NA
107.243.2.134,30.254ms,*,49.957ms,www.linkedin.com,28-Nov,3,5,NA,NA
172.21.112.1,0.194ms,0.095ms,0.087ms,www.linkedin.com,28-Nov,1,6,NA,NA
172.20.10.1,2.204ms,1.962ms,2.012ms,www.linkedin.com,28-Nov,2,6,,
107.243.2.134,28.101ms,*,40.060ms,www.linkedin.com,28-Nov,3,6,NA,NA
32.141.192.2,56.602ms,44.357ms,47.323ms,www.linkedin.com,28-Nov,10,6,7018,"ATT-INTERNET4, US"
172.21.64.1,0.223ms,0.254ms,0.167ms,www.payments.pitt.edu,28-Nov,1,1,NA,NA
172.20.10.1,4.038ms,5.550ms,3.057ms,www.payments.pitt.edu,28-Nov,2,1,NA,NA
107.243.2.135,63.843ms,*,36.572ms,www.payments.pitt.edu,28-Nov,3,1,NA,NA
89.149.136.181,98.079ms,50.730ms,71.379ms,www.payments.pitt.edu,28-Nov,10,1,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,71.961ms,56.495ms,59.067ms,www.payments.pitt.edu,28-Nov,11,1,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,57.783ms,60.048ms,61.463ms,www.payments.pitt.edu,28-Nov,12,1,33154,"DQECOM, US"
64.58.254.49,89.353ms,59.945ms,56.716ms,www.payments.pitt.edu,28-Nov,13,1,33154,"DQECOM, US"
208.103.114.14,76.407ms,62.652ms,76.047ms,www.payments.pitt.edu,28-Nov,14,1,33154,"DQECOM, US"
136.142.2.162,54.537ms,57.223ms,59.126ms,www.payments.pitt.edu,28-Nov,15,1,4130,"UPITT-AS, US"
136.142.253.237,72.501ms,59.986ms,65.152ms,www.payments.pitt.edu,28-Nov,16,1,4130,"UPITT-AS, US"
136.142.156.140,55.307ms,63.462ms,53.810ms,www.payments.pitt.edu,28-Nov,17,1,4130,"UPITT-AS, US"
172.21.64.1,0.222ms,0.202ms,0.216ms,www.payments.pitt.edu,28-Nov,1,2,NA,NA
172.20.10.1,5.557ms,1.999ms,2.726ms,www.payments.pitt.edu,28-Nov,2,2,NA,NA
107.243.2.135,41.706ms,*,55.379ms,www.payments.pitt.edu,28-Nov,3,2,NA,NA
89.149.136.181,74.746ms,66.672ms,83.766ms,www.payments.pitt.edu,28-Nov,10,2,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,68.201ms,58.971ms,54.282ms,www.payments.pitt.edu,28-Nov,11,2,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,65.230ms,76.661ms,61.877ms,www.payments.pitt.edu,28-Nov,12,2,33154,"DQECOM, US"
64.58.254.49,87.424ms,97.932ms,73.972ms,www.payments.pitt.edu,28-Nov,13,2,33154,"DQECOM, US"
136.142.2.162,82.053ms,84.001ms,57.683ms,www.payments.pitt.edu,28-Nov,15,2,4130,"UPITT-AS, US"
136.142.253.237,97.683ms,81.858ms,78.308ms,www.payments.pitt.edu,28-Nov,16,2,4130,"UPITT-AS, US"
136.142.156.140,65.713ms,48.569ms,59.008ms,www.payments.pitt.edu,28-Nov,17,2,4130,"UPITT-AS, US"
172.21.64.1,0.383ms,0.527ms,0.249ms,www.payments.pitt.edu,28-Nov,1,3,NA,NA
172.20.10.1,3.748ms,4.365ms,2.268ms,www.payments.pitt.edu,28-Nov,2,3,NA,NA
107.243.2.134,45.417ms,*,67.094ms,www.payments.pitt.edu,28-Nov,3,3,NA,NA
89.149.136.181,48.719ms,67.640ms,58.083ms,www.payments.pitt.edu,28-Nov,10,3,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,133.009ms,0.007ms,67.528ms,www.payments.pitt.edu,28-Nov,11,3,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,58.427ms,64.045ms,52.465ms,www.payments.pitt.edu,28-Nov,12,3,33154,"DQECOM, US"
64.58.254.49,49.611ms,76.996ms,66.747ms,www.payments.pitt.edu,28-Nov,13,3,33154,"DQECOM, US"
136.142.2.162,75.765ms,73.720ms,71.758ms,www.payments.pitt.edu,28-Nov,15,3,4130,"UPITT-AS, US"
136.142.253.237,52.354ms,61.748ms,61.196ms,www.payments.pitt.edu,28-Nov,16,3,4130,"UPITT-AS, US"
136.142.156.140,75.681ms,57.870ms,45.772ms,www.payments.pitt.edu,28-Nov,17,3,4130,"UPITT-AS, US"
172.21.64.1,0.420ms,0.352ms,0.307ms,www.payments.pitt.edu,28-Nov,1,4,NA,NA
172.20.10.1,7.664ms,3.359ms,2.266ms,www.payments.pitt.edu,28-Nov,2,4,NA,NA
107.243.2.134,39.027ms,*,61.470ms,www.payments.pitt.edu,28-Nov,3,4,NA,NA
89.149.136.181,101.439ms,78.660ms,55.098ms,www.payments.pitt.edu,28-Nov,10,4,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,53.281ms,47.164ms,55.747ms,www.payments.pitt.edu,28-Nov,11,4,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,46.496ms,71.351ms,71.188ms,www.payments.pitt.edu,28-Nov,12,4,33154,"DQECOM, US"
64.58.254.49,64.096ms,59.006ms,60.321ms,www.payments.pitt.edu,28-Nov,13,4,33154,"DQECOM, US"
136.142.2.162,90.236ms,50.526ms,59.435ms,www.payments.pitt.edu,28-Nov,15,4,4130,"UPITT-AS, US"
136.142.253.237,54.957ms,58.225ms,70.674ms,www.payments.pitt.edu,28-Nov,16,4,4130,"UPITT-AS, US"
136.142.156.140,75.224ms,67.140ms,62.749ms,www.payments.pitt.edu,28-Nov,17,4,4130,"UPITT-AS, US"
