IP,RTT1,RTT2,RTT3,Domain Name,Date,Hop Number,Run Number,AS Number,AS Name
172.20.10.1,285.656ms,4.491ms,5.397ms,www.payments.pitt.edu,25-Nov,2,2,NA,NA
173.241.128.29,*,72.651ms,42.904ms,www.payments.pitt.edu,25-Nov,9,2,,
89.149.136.181,49.761ms,48.944ms,64.961ms,www.payments.pitt.edu,25-Nov,10,2,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,53.715ms,1905.544ms,49.767ms,www.payments.pitt.edu,25-Nov,11,2,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,135.368ms,66.272ms,72.754ms,www.payments.pitt.edu,25-Nov,12,2,33154,"DQECOM, US"
64.58.254.49,58.630ms,66.380ms,59.288ms,www.payments.pitt.edu,25-Nov,13,2,33154,"DQECOM, US"
136.142.2.162,92.810ms,49.807ms,52.062ms,www.payments.pitt.edu,25-Nov,15,2,4130,"UPITT-AS, US"
136.142.253.237,75.674ms,53.175ms,53.944ms,www.payments.pitt.edu,25-Nov,16,2,4130,"UPITT-AS, US"
136.142.156.140,57.744ms,59.515ms,55.235ms,www.payments.pitt.edu,25-Nov,17,2,4130,"UPITT-AS, US"
172.31.160.1,0.150ms,0.062ms,0.069ms,www.payments.pitt.edu,25-Nov,1,3,NA,NA
172.20.10.1,5.998ms,2.107ms,2.092ms,www.payments.pitt.edu,25-Nov,2,3,NA,NA
107.243.2.7,51.729ms,*,64.146ms,www.payments.pitt.edu,25-Nov,3,3,NA,NA
173.241.128.29,92.997ms,66.164ms,*,www.payments.pitt.edu,25-Nov,9,3,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,95.596ms,104.407ms,80.945ms,www.payments.pitt.edu,25-Nov,10,3,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,57.703ms,54.317ms,49.669ms,www.payments.pitt.edu,25-Nov,11,3,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,71.615ms,50.296ms,50.931ms,www.payments.pitt.edu,25-Nov,12,3,33154,"DQECOM, US"
64.58.254.49,52.734ms,48.907ms,49.685ms,www.payments.pitt.edu,25-Nov,13,3,33154,"DQECOM, US"
208.103.114.14,55.513ms,55.964ms,50.666ms,www.payments.pitt.edu,25-Nov,14,3,33154,"DQECOM, US"
136.142.2.162,56.363ms,50.445ms,64.489ms,www.payments.pitt.edu,25-Nov,15,3,4130,"UPITT-AS, US"
136.142.253.237,52.990ms,60.651ms,64.341ms,www.payments.pitt.edu,25-Nov,16,3,4130,"UPITT-AS, US"
136.142.156.140,58.497ms,63.407ms,50.388ms,www.payments.pitt.edu,25-Nov,17,3,4130,"UPITT-AS, US"
172.31.160.1,0.419ms,0.289ms,0.182ms,www.payments.pitt.edu,25-Nov,1,4,NA,NA
172.20.10.1,2.399ms,2.017ms,1.888ms,www.payments.pitt.edu,25-Nov,2,4,NA,NA
107.243.2.7,61.933ms,*,64.555ms,www.payments.pitt.edu,25-Nov,3,4,NA,NA
173.241.128.29,42.110ms,40.332ms,39.304ms,www.payments.pitt.edu,25-Nov,9,4,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,51.598ms,50.711ms,63.208ms,www.payments.pitt.edu,25-Nov,10,4,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,51.279ms,54.431ms,53.413ms,www.payments.pitt.edu,25-Nov,11,4,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,49.358ms,55.576ms,53.109ms,www.payments.pitt.edu,25-Nov,12,4,33154,"DQECOM, US"
64.58.254.49,54.707ms,51.721ms,53.545ms,www.payments.pitt.edu,25-Nov,13,4,33154,"DQECOM, US"
208.103.114.14,49.013ms,55.403ms,51.273ms,www.payments.pitt.edu,25-Nov,14,4,33154,"DQECOM, US"
136.142.2.162,71.393ms,51.775ms,52.035ms,www.payments.pitt.edu,25-Nov,15,4,4130,"UPITT-AS, US"
136.142.253.237,51.820ms,52.883ms,53.313ms,www.payments.pitt.edu,25-Nov,16,4,4130,"UPITT-AS, US"
136.142.156.140,54.593ms,65.257ms,52.928ms,www.payments.pitt.edu,25-Nov,17,4,4130,"UPITT-AS, US"
172.31.160.1,0.454ms,0.298ms,0.249ms,www.payments.pitt.edu,25-Nov,1,5,NA,NA
172.20.10.1,2.834ms,2.484ms,5.120ms,www.payments.pitt.edu,25-Nov,2,5,NA,NA
107.243.2.7,33.702ms,*,50.887ms,www.payments.pitt.edu,25-Nov,3,5,NA,NA
89.149.136.181,82.010ms,51.907ms,45.426ms,www.payments.pitt.edu,25-Nov,10,5,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,62.122ms,66.042ms,61.779ms,www.payments.pitt.edu,25-Nov,11,5,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,91.582ms,55.097ms,74.217ms,www.payments.pitt.edu,25-Nov,12,5,33154,"DQECOM, US"
64.58.254.49,69.182ms,54.096ms,61.249ms,www.payments.pitt.edu,25-Nov,13,5,33154,"DQECOM, US"
208.103.114.14,75.762ms,50.529ms,48.637ms,www.payments.pitt.edu,25-Nov,14,5,33154,"DQECOM, US"
136.142.2.162,52.339ms,56.895ms,64.601ms,www.payments.pitt.edu,25-Nov,15,5,4130,"UPITT-AS, US"
136.142.253.237,58.743ms,52.301ms,58.400ms,www.payments.pitt.edu,25-Nov,16,5,4130,"UPITT-AS, US"
136.142.156.140,70.902ms,56.401ms,61.762ms,www.payments.pitt.edu,25-Nov,17,5,,
172.31.160.1,0.180ms,0.098ms,0.096ms,www.payments.pitt.edu,25-Nov,1,6,NA,NA
172.20.10.1,2.782ms,2.307ms,2.422ms,www.payments.pitt.edu,25-Nov,2,6,NA,NA
107.243.2.135,50.036ms,*,55.431ms,www.payments.pitt.edu,25-Nov,3,6,NA,NA
173.241.128.29,114.626ms,41.305ms,36.207ms,www.payments.pitt.edu,25-Nov,9,6,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,78.380ms,56.523ms,*,www.payments.pitt.edu,25-Nov,10,6,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,72.448ms,46.621ms,59.840ms,www.payments.pitt.edu,25-Nov,11,6,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,62.388ms,54.047ms,66.998ms,www.payments.pitt.edu,25-Nov,12,6,33154,"DQECOM, US"
64.58.254.49,48.627ms,64.292ms,50.617ms,www.payments.pitt.edu,25-Nov,13,6,33154,"DQECOM, US"
208.103.114.14,45.501ms,54.790ms,52.086ms,www.payments.pitt.edu,25-Nov,14,6,33154,"DQECOM, US"
136.142.2.162,48.929ms,57.031ms,131.769ms,www.payments.pitt.edu,25-Nov,15,6,4130,"UPITT-AS, US"
136.142.253.237,56.711ms,58.247ms,53.425ms,www.payments.pitt.edu,25-Nov,16,6,4130,"UPITT-AS, US"
136.142.156.140,77.316ms,63.414ms,55.726ms,www.payments.pitt.edu,25-Nov,17,6,4130,"UPITT-AS, US"
172.31.160.1,0.234ms,0.193ms,0.171ms,www.wikipedia.org,25-Nov,1,1,NA,NA
172.20.10.1,12.218ms,13.269ms,3.616ms,www.wikipedia.org,25-Nov,2,1,NA,NA
107.243.2.7,36.037ms,*,76.597ms,www.wikipedia.org,25-Nov,3,1,NA,NA
172.31.160.1,0.676ms,0.474ms,0.565ms,www.wikipedia.org,25-Nov,1,2,NA,NA
172.20.10.1,16.051ms,5.847ms,6.432ms,www.wikipedia.org,25-Nov,2,2,NA,NA
107.243.2.135,56.426ms,*,37.659ms,www.wikipedia.org,25-Nov,3,2,NA,NA
172.31.160.1,0.218ms,0.204ms,0.376ms,www.wikipedia.org,25-Nov,1,3,NA,NA
172.20.10.1,4.918ms,2.727ms,2.723ms,www.wikipedia.org,25-Nov,2,3,NA,NA
107.243.2.7,34.031ms,*,36.712ms,www.wikipedia.org,25-Nov,3,3,NA,NA
172.31.160.1,0.789ms,0.472ms,0.248ms,www.wikipedia.org,25-Nov,1,4,NA,NA
172.20.10.1,293.920ms,4.866ms,5.856ms,www.wikipedia.org,25-Nov,2,4,NA,NA
107.243.2.135,*,59.558ms,*,www.wikipedia.org,25-Nov,3,4,,
172.31.160.1,0.633ms,0.412ms,0.591ms,www.wikipedia.org,25-Nov,1,5,NA,NA
172.20.10.1,2.505ms,3.482ms,3.583ms,www.wikipedia.org,25-Nov,2,5,NA,NA
107.243.2.135,31.932ms,*,*,www.wikipedia.org,25-Nov,3,5,NA,NA
172.31.160.1,0.177ms,0.090ms,0.095ms,www.wikipedia.org,25-Nov,1,6,NA,NA
172.20.10.1,4.527ms,3.269ms,3.297ms,www.wikipedia.org,25-Nov,2,6,NA,NA
107.243.2.7,59.027ms,*,32.174ms,www.wikipedia.org,25-Nov,3,6,NA,NA
172.31.160.1,0.362ms,0.118ms,0.095ms,www.amazon.com,26-Nov,1,1,NA,NA
172.20.10.1,2.614ms,2.433ms,2.500ms,www.amazon.com,26-Nov,2,1,NA,NA
107.243.50.136,30.178ms,*,22.758ms,www.amazon.com,26-Nov,3,1,NA,NA
172.31.160.1,0.544ms,0.514ms,0.279ms,www.amazon.com,26-Nov,1,2,NA,NA
172.20.10.1,2.268ms,2.286ms,2.020ms,www.amazon.com,26-Nov,2,2,NA,NA
107.243.50.136,37.680ms,*,42.038ms,www.amazon.com,26-Nov,3,2,NA,NA
172.31.160.1,0.718ms,0.690ms,0.526ms,www.amazon.com,26-Nov,1,3,NA,NA
172.20.10.1,2.783ms,2.212ms,2.160ms,www.amazon.com,26-Nov,2,3,NA,NA
107.243.50.136,31.153ms,*,50.674ms,www.amazon.com,26-Nov,3,3,NA,NA
172.31.160.1,0.731ms,0.484ms,0.552ms,www.amazon.com,26-Nov,1,4,NA,NA
172.20.10.1,2.573ms,2.190ms,2.472ms,www.amazon.com,26-Nov,2,4,NA,NA
107.243.50.136,38.399ms,*,51.980ms,www.amazon.com,26-Nov,3,4,NA,NA
172.31.160.1,0.445ms,0.544ms,0.291ms,www.amazon.com,26-Nov,1,5,NA,NA
172.20.10.1,2.311ms,2.146ms,2.091ms,www.amazon.com,26-Nov,2,5,NA,NA
107.243.50.8,26.294ms,*,44.019ms,www.amazon.com,26-Nov,3,5,NA,NA
172.31.160.1,0.672ms,0.536ms,0.276ms,www.amazon.com,26-Nov,1,6,NA,NA
172.20.10.1,2.768ms,2.130ms,2.151ms,www.amazon.com,26-Nov,2,6,NA,NA
107.243.50.8,38.828ms,*,*,www.amazon.com,26-Nov,3,6,NA,NA
172.31.160.1,0.194ms,0.082ms,0.074ms,www.google.com,26-Nov,1,1,NA,NA
172.20.10.1,4.037ms,2.540ms,2.085ms,www.google.com,26-Nov,2,1,NA,NA
107.243.50.8,30.264ms,*,40.861ms,www.google.com,26-Nov,3,1,NA,NA
12.255.10.42,73.853ms,41.984ms,42.125ms,www.google.com,26-Nov,10,1,7018,"ATT-INTERNET4, US"
216.239.51.144,52.880ms,49.265ms,42.913ms,www.google.com,26-Nov,12,1,15169,"GOOGLE, US"
142.250.191.100,69.556ms,37.667ms,43.887ms,www.google.com,26-Nov,14,1,15169,"GOOGLE, US"
172.31.160.1,0.597ms,0.537ms,0.472ms,www.google.com,26-Nov,1,2,NA,NA
172.20.10.1,3.014ms,2.446ms,2.286ms,www.google.com,26-Nov,2,2,NA,NA
107.243.50.8,29.201ms,*,32.591ms,www.google.com,26-Nov,3,2,NA,NA
12.255.10.42,37.468ms,40.151ms,*,www.google.com,26-Nov,10,2,7018,"ATT-INTERNET4, US"
142.251.32.4,77.051ms,50.698ms,49.193ms,www.google.com,26-Nov,12,2,15169,"GOOGLE, US"
172.31.160.1,0.169ms,0.114ms,0.098ms,www.google.com,26-Nov,1,3,NA,NA
172.20.10.1,2.298ms,1.693ms,1.556ms,www.google.com,26-Nov,2,3,NA,NA
107.243.50.136,56.987ms,*,60.760ms,www.google.com,26-Nov,3,3,NA,NA
12.255.10.34,86.929ms,41.801ms,41.663ms,www.google.com,26-Nov,10,3,7018,"ATT-INTERNET4, US"
142.251.32.4,47.201ms,59.731ms,50.430ms,www.google.com,26-Nov,12,3,15169,"GOOGLE, US"
172.31.160.1,0.260ms,0.196ms,0.144ms,www.google.com,26-Nov,1,4,NA,NA
172.20.10.1,2.689ms,1.943ms,2.292ms,www.google.com,26-Nov,2,4,NA,NA
107.243.50.136,47.471ms,*,54.626ms,www.google.com,26-Nov,3,4,NA,NA
12.255.10.42,53.438ms,36.208ms,44.119ms,www.google.com,26-Nov,10,4,7018,"ATT-INTERNET4, US"
108.170.230.234,59.021ms,35.159ms,35.781ms,www.google.com,26-Nov,12,4,15169,"GOOGLE, US"
142.251.32.4,50.914ms,42.819ms,36.150ms,www.google.com,26-Nov,14,4,15169,"GOOGLE, US"
172.31.160.1,0.505ms,0.255ms,0.181ms,www.google.com,26-Nov,1,5,NA,NA
172.20.10.1,2.384ms,2.032ms,2.091ms,www.google.com,26-Nov,2,5,NA,NA
107.243.50.136,29.707ms,*,43.905ms,www.google.com,26-Nov,3,5,NA,NA
12.255.10.36,57.695ms,36.237ms,52.265ms,www.google.com,26-Nov,10,5,7018,"ATT-INTERNET4, US"
142.251.60.3,47.324ms,44.726ms,40.727ms,www.google.com,26-Nov,13,5,15169,"GOOGLE, US"
142.250.191.100,51.491ms,42.633ms,43.561ms,www.google.com,26-Nov,14,5,15169,"GOOGLE, US"
172.31.160.1,0.431ms,0.322ms,0.168ms,www.google.com,26-Nov,1,6,NA,NA
172.20.10.1,8.187ms,7.218ms,5.896ms,www.google.com,26-Nov,2,6,NA,NA
107.243.50.8,32.772ms,*,58.260ms,www.google.com,26-Nov,3,6,NA,NA
12.255.10.36,60.320ms,55.826ms,46.977ms,www.google.com,26-Nov,10,6,7018,"ATT-INTERNET4, US"
142.251.60.214,66.080ms,38.702ms,37.839ms,www.google.com,26-Nov,12,6,15169,"GOOGLE, US"
142.251.60.23,34.376ms,42.152ms,43.525ms,www.google.com,26-Nov,13,6,15169,"GOOGLE, US"
142.251.32.4,56.923ms,62.915ms,44.225ms,www.google.com,26-Nov,14,6,15169,"GOOGLE, US"
172.31.160.1,0.510ms,0.494ms,0.573ms,www.linkedin.com,26-Nov,1,1,NA,NA
172.20.10.1,2.471ms,1.943ms,1.943ms,www.linkedin.com,26-Nov,2,1,NA,NA
107.243.2.3,51.562ms,*,67.094ms,www.linkedin.com,26-Nov,3,1,NA,NA
32.141.192.2,*,*,64.178ms,www.linkedin.com,26-Nov,10,1,,
172.31.160.1,0.462ms,0.343ms,0.355ms,www.linkedin.com,26-Nov,1,2,NA,NA
172.20.10.1,2.747ms,2.680ms,2.481ms,www.linkedin.com,26-Nov,2,2,NA,NA
107.243.2.131,28.584ms,*,52.121ms,www.linkedin.com,26-Nov,3,2,NA,NA
32.141.192.2,126.624ms,124.915ms,49.825ms,www.linkedin.com,26-Nov,10,2,7018,"ATT-INTERNET4, US"
172.31.160.1,0.583ms,0.630ms,0.511ms,www.linkedin.com,26-Nov,1,3,NA,NA
172.20.10.1,3.261ms,2.794ms,6.811ms,www.linkedin.com,26-Nov,2,3,NA,NA
107.243.2.131,37.530ms,*,34.217ms,www.linkedin.com,26-Nov,3,3,NA,NA
32.141.192.2,80.217ms,46.347ms,40.495ms,www.linkedin.com,26-Nov,10,3,7018,"ATT-INTERNET4, US"
172.31.160.1,0.683ms,0.557ms,0.552ms,www.linkedin.com,26-Nov,1,4,NA,NA
172.20.10.1,3.920ms,2.599ms,3.745ms,www.linkedin.com,26-Nov,2,4,NA,NA
107.243.2.131,36.239ms,*,37.600ms,www.linkedin.com,26-Nov,3,4,NA,NA
32.141.192.2,54.378ms,*,*,www.linkedin.com,26-Nov,10,4,7018,"ATT-INTERNET4, US"
172.31.160.1,0.378ms,0.235ms,0.159ms,www.linkedin.com,26-Nov,1,5,NA,NA
172.20.10.1,2.298ms,2.146ms,2.148ms,www.linkedin.com,26-Nov,2,5,NA,NA
107.243.2.3,33.124ms,*,47.078ms,www.linkedin.com,26-Nov,3,5,NA,NA
32.141.192.2,55.264ms,48.261ms,54.894ms,www.linkedin.com,26-Nov,10,5,7018,"ATT-INTERNET4, US"
172.31.160.1,0.571ms,0.538ms,0.486ms,www.linkedin.com,26-Nov,1,6,NA,NA
172.20.10.1,2.719ms,3.138ms,2.932ms,www.linkedin.com,26-Nov,2,6,NA,NA
107.243.2.3,135.531ms,*,63.824ms,www.linkedin.com,26-Nov,3,6,NA,NA
32.141.192.2,77.498ms,64.247ms,50.586ms,www.linkedin.com,26-Nov,10,6,7018,"ATT-INTERNET4, US"
172.31.160.1,0.158ms,0.111ms,0.093ms,www.payments.pitt.edu,26-Nov,1,1,NA,NA
172.20.10.1,2.243ms,2.107ms,2.116ms,www.payments.pitt.edu,26-Nov,2,1,NA,NA
107.243.2.131,41.480ms,*,36.848ms,www.payments.pitt.edu,26-Nov,3,1,NA,NA
173.241.128.29,82.172ms,51.095ms,53.941ms,www.payments.pitt.edu,26-Nov,9,1,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,65.569ms,52.165ms,52.318ms,www.payments.pitt.edu,26-Nov,10,1,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,63.279ms,59.513ms,80.398ms,www.payments.pitt.edu,26-Nov,11,1,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,63.855ms,64.454ms,64.585ms,www.payments.pitt.edu,26-Nov,12,1,33154,"DQECOM, US"
64.58.254.49,60.222ms,90.528ms,84.814ms,www.payments.pitt.edu,26-Nov,13,1,33154,"DQECOM, US"
136.142.2.162,90.282ms,65.480ms,117.261ms,www.payments.pitt.edu,26-Nov,15,1,4130,"UPITT-AS, US"
136.142.253.237,62.166ms,87.435ms,52.729ms,www.payments.pitt.edu,26-Nov,16,1,4130,"UPITT-AS, US"
136.142.156.140,63.183ms,79.451ms,57.365ms,www.payments.pitt.edu,26-Nov,17,1,4130,"UPITT-AS, US"
172.31.160.1,0.504ms,0.190ms,0.152ms,www.payments.pitt.edu,26-Nov,1,2,NA,NA
172.20.10.1,2.853ms,1.575ms,1.589ms,www.payments.pitt.edu,26-Nov,2,2,NA,NA
107.243.2.3,34.500ms,*,61.321ms,www.payments.pitt.edu,26-Nov,3,2,NA,NA
89.149.136.181,107.668ms,67.411ms,81.197ms,www.payments.pitt.edu,26-Nov,10,2,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,59.177ms,65.196ms,56.346ms,www.payments.pitt.edu,26-Nov,11,2,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,57.502ms,58.423ms,86.319ms,www.payments.pitt.edu,26-Nov,12,2,33154,"DQECOM, US"
64.58.254.49,60.360ms,90.417ms,71.100ms,www.payments.pitt.edu,26-Nov,13,2,33154,"DQECOM, US"
136.142.2.162,216.266ms,107.299ms,64.885ms,www.payments.pitt.edu,26-Nov,15,2,4130,"UPITT-AS, US"
136.142.253.237,63.471ms,60.511ms,59.856ms,www.payments.pitt.edu,26-Nov,16,2,4130,"UPITT-AS, US"
136.142.156.140,67.559ms,64.996ms,61.976ms,www.payments.pitt.edu,26-Nov,17,2,4130,"UPITT-AS, US"
172.31.160.1,0.437ms,0.382ms,0.369ms,www.payments.pitt.edu,26-Nov,1,3,NA,NA
172.20.10.1,2.891ms,3.189ms,2.411ms,www.payments.pitt.edu,26-Nov,2,3,NA,NA
107.243.2.3,65.111ms,*,38.379ms,www.payments.pitt.edu,26-Nov,3,3,NA,NA
173.241.128.29,103.638ms,*,*,www.payments.pitt.edu,26-Nov,9,3,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,132.953ms,121.769ms,82.937ms,www.payments.pitt.edu,26-Nov,10,3,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,63.278ms,68.628ms,63.071ms,www.payments.pitt.edu,26-Nov,11,3,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,65.767ms,57.780ms,66.082ms,www.payments.pitt.edu,26-Nov,12,3,33154,"DQECOM, US"
64.58.254.49,67.473ms,64.346ms,81.103ms,www.payments.pitt.edu,26-Nov,13,3,33154,"DQECOM, US"
208.103.114.14,82.177ms,74.303ms,91.987ms,www.payments.pitt.edu,26-Nov,14,3,33154,"DQECOM, US"
136.142.2.162,77.619ms,78.997ms,77.627ms,www.payments.pitt.edu,26-Nov,15,3,4130,"UPITT-AS, US"
136.142.253.237,77.278ms,427.466ms,60.758ms,www.payments.pitt.edu,26-Nov,16,3,4130,"UPITT-AS, US"
136.142.156.140,65.615ms,69.254ms,137.226ms,www.payments.pitt.edu,26-Nov,17,3,4130,"UPITT-AS, US"
172.31.160.1,0.176ms,0.078ms,0.065ms,www.payments.pitt.edu,26-Nov,1,4,NA,NA
172.20.10.1,3.204ms,2.112ms,1.845ms,www.payments.pitt.edu,26-Nov,2,4,NA,NA
107.243.2.3,40.133ms,*,69.124ms,www.payments.pitt.edu,26-Nov,3,4,NA,NA
173.241.128.29,102.065ms,53.393ms,74.861ms,www.payments.pitt.edu,26-Nov,9,4,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,60.050ms,56.374ms,57.012ms,www.payments.pitt.edu,26-Nov,10,4,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,59.360ms,68.527ms,61.702ms,www.payments.pitt.edu,26-Nov,11,4,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,90.466ms,57.959ms,59.914ms,www.payments.pitt.edu,26-Nov,12,4,33154,"DQECOM, US"
64.58.254.49,58.615ms,70.947ms,58.358ms,www.payments.pitt.edu,26-Nov,13,4,33154,"DQECOM, US"
208.103.114.14,61.206ms,66.273ms,71.724ms,www.payments.pitt.edu,26-Nov,14,4,33154,"DQECOM, US"
136.142.2.162,65.728ms,61.891ms,61.121ms,www.payments.pitt.edu,26-Nov,15,4,4130,"UPITT-AS, US"
136.142.253.237,76.907ms,63.132ms,62.506ms,www.payments.pitt.edu,26-Nov,16,4,4130,"UPITT-AS, US"
136.142.156.140,60.171ms,64.649ms,63.940ms,www.payments.pitt.edu,26-Nov,17,4,4130,"UPITT-AS, US"
172.31.160.1,0.537ms,0.564ms,0.547ms,www.payments.pitt.edu,26-Nov,1,5,NA,NA
172.20.10.1,12.117ms,3.249ms,2.800ms,www.payments.pitt.edu,26-Nov,2,5,NA,NA
107.243.2.131,57.235ms,*,64.137ms,www.payments.pitt.edu,26-Nov,3,5,NA,NA
89.149.136.181,88.665ms,71.489ms,58.784ms,www.payments.pitt.edu,26-Nov,10,5,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,62.480ms,59.251ms,62.469ms,www.payments.pitt.edu,26-Nov,11,5,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,89.603ms,58.541ms,51.366ms,www.payments.pitt.edu,26-Nov,12,5,33154,"DQECOM, US"
64.58.254.49,59.708ms,64.965ms,65.689ms,www.payments.pitt.edu,26-Nov,13,5,33154,"DQECOM, US"
136.142.2.162,72.379ms,56.252ms,64.403ms,www.payments.pitt.edu,26-Nov,15,5,4130,"UPITT-AS, US"
136.142.253.237,66.080ms,61.218ms,74.222ms,www.payments.pitt.edu,26-Nov,16,5,4130,"UPITT-AS, US"
136.142.156.140,85.792ms,77.837ms,62.087ms,www.payments.pitt.edu,26-Nov,17,5,4130,"UPITT-AS, US"
172.31.160.1,0.380ms,0.285ms,0.423ms,www.payments.pitt.edu,26-Nov,1,6,NA,NA
172.20.10.1,3.088ms,2.310ms,2.127ms,www.payments.pitt.edu,26-Nov,2,6,NA,NA
107.243.2.3,45.332ms,*,49.509ms,www.payments.pitt.edu,26-Nov,3,6,NA,NA
173.241.128.29,94.342ms,49.110ms,53.196ms,www.payments.pitt.edu,26-Nov,9,6,3257,"GTT-BACKBONE GTT, US"
89.149.136.181,52.199ms,320.497ms,76.356ms,www.payments.pitt.edu,26-Nov,10,6,3257,"GTT-BACKBONE GTT, US"
208.116.221.142,60.762ms,70.812ms,50.205ms,www.payments.pitt.edu,26-Nov,11,6,3257,"GTT-BACKBONE GTT, US"
64.58.254.229,53.626ms,61.891ms,65.389ms,www.payments.pitt.edu,26-Nov,12,6,33154,"DQECOM, US"
64.58.254.49,82.909ms,63.035ms,62.305ms,www.payments.pitt.edu,26-Nov,13,6,33154,"DQECOM, US"
136.142.2.162,99.858ms,60.601ms,77.324ms,www.payments.pitt.edu,26-Nov,15,6,4130,"UPITT-AS, US"
136.142.253.237,61.872ms,75.052ms,66.664ms,www.payments.pitt.edu,26-Nov,16,6,4130,"UPITT-AS, US"
136.142.156.140,75.373ms,71.200ms,63.633ms,www.payments.pitt.edu,26-Nov,17,6,4130,"UPITT-AS, US"
172.31.160.1,0.305ms,0.189ms,0.208ms,www.wikipedia.org,26-Nov,1,1,NA,NA
172.20.10.1,2.352ms,2.284ms,1.824ms,www.wikipedia.org,26-Nov,2,1,NA,NA
107.243.2.131,35.732ms,*,43.720ms,www.wikipedia.org,26-Nov,3,1,NA,NA
172.31.160.1,0.644ms,0.392ms,0.468ms,www.wikipedia.org,26-Nov,1,2,NA,NA
172.20.10.1,5.359ms,2.527ms,2.311ms,www.wikipedia.org,26-Nov,2,2,NA,NA
107.243.2.131,40.486ms,*,46.195ms,www.wikipedia.org,26-Nov,3,2,NA,NA
172.31.160.1,0.299ms,0.268ms,0.215ms,www.wikipedia.org,26-Nov,1,3,NA,NA
172.20.10.1,3.476ms,2.312ms,2.187ms,www.wikipedia.org,26-Nov,2,3,NA,NA
107.243.2.131,46.380ms,*,53.951ms,www.wikipedia.org,26-Nov,3,3,NA,NA
172.31.160.1,0.479ms,0.365ms,0.168ms,www.wikipedia.org,26-Nov,1,4,NA,NA
172.20.10.1,3.142ms,2.831ms,2.433ms,www.wikipedia.org,26-Nov,2,4,NA,NA
107.243.2.3,33.970ms,*,47.885ms,www.wikipedia.org,26-Nov,3,4,NA,NA
172.31.160.1,0.385ms,0.324ms,0.421ms,www.wikipedia.org,26-Nov,1,5,NA,NA
172.20.10.1,3.720ms,3.646ms,2.942ms,www.wikipedia.org,26-Nov,2,5,NA,NA
107.243.2.131,33.088ms,*,54.611ms,www.wikipedia.org,26-Nov,3,5,NA,NA
172.31.160.1,0.404ms,0.305ms,0.391ms,www.wikipedia.org,26-Nov,1,6,NA,NA
172.20.10.1,2.157ms,2.068ms,2.456ms,www.wikipedia.org,26-Nov,2,6,NA,NA
107.243.2.3,40.648ms,*,42.779ms,www.wikipedia.org,26-Nov,3,6,NA,NA
172.21.64.1,0.472ms,0.390ms,0.353ms,www.amazon.com,27-Nov,1,1,NA,NA
172.20.10.1,6.112ms,1.963ms,2.397ms,www.amazon.com,27-Nov,2,1,NA,NA
107.243.50.141,26.928ms,*,57.196ms,www.amazon.com,27-Nov,3,1,NA,NA
172.21.64.1,0.180ms,0.149ms,0.112ms,www.amazon.com,27-Nov,1,2,NA,NA
172.20.10.1,3.086ms,2.387ms,2.690ms,www.amazon.com,27-Nov,2,2,NA,NA
107.243.50.141,*,69.940ms,*,www.amazon.com,27-Nov,3,2,,
172.21.64.1,0.401ms,0.149ms,0.164ms,www.amazon.com,27-Nov,1,3,NA,NA
172.20.10.1,3.800ms,3.754ms,3.207ms,www.amazon.com,27-Nov,2,3,NA,NA
107.243.50.13,37.846ms,*,66.593ms,www.amazon.com,27-Nov,3,3,NA,NA
172.21.64.1,0.343ms,0.283ms,0.185ms,www.amazon.com,27-Nov,1,4,NA,NA
172.20.10.1,2.378ms,2.684ms,2.320ms,www.amazon.com,27-Nov,2,4,NA,NA
107.243.50.13,31.803ms,*,54.593ms,www.amazon.com,27-Nov,3,4,NA,NA
172.21.64.1,0.172ms,0.107ms,0.155ms,www.amazon.com,27-Nov,1,5,NA,NA
172.20.10.1,2.441ms,7.874ms,2.417ms,www.amazon.com,27-Nov,2,5,NA,NA
107.243.50.141,28.501ms,*,72.325ms,www.amazon.com,27-Nov,3,5,NA,NA
172.21.64.1,0.393ms,0.209ms,0.163ms,www.amazon.com,27-Nov,1,6,NA,NA
